Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Diabetes,Diabetes,E10-E14,75-84,1042,1045,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Diabetes,Diabetes,E10-E14,85+,542,543,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Diabetes,Diabetes,E10-E14,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Diabetes,Diabetes,E10-E14,All Ages,4072,4090,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,0-24,27,27,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,25-34,74,74,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,35-44,196,199,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,45-54,318,318,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,55-64,403,403,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,65-74,339,339,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,75-84,179,179,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,85+,44,44,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Obesity,Obesity,E65-E68,All Ages,1580,1583,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,55-64,11,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,65-74,85,85,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,75-84,367,367,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,85+,506,509,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Alzheimer disease,Alzheimer disease,G30,All Ages,971,974,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,39,39,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,211,211,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,696,697,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1004,1005,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1957,1959,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,0-24,16,16,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,25-34,50,52,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,35-44,107,109,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,45-54,314,321,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,55-64,700,725,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,65-74,1008,1042,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,75-84,970,1024,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,85+,553,584,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,Renal failure,Renal failure,N17-N19,All Ages,3718,3873,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,13,35,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,24,68,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,34,97,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,63,131,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,112,217,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,131,228,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,185,347,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,151,303,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,713,1426,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,98,163,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,221,324,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,514,725,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,1100,1619,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,2420,3487,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,3588,5159,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,3605,5095,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2590,3737,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,14136,20309,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,0-24,190,190,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,25-34,509,509,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,35-44,1226,1226,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,45-54,2813,2813,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,55-64,5945,5945,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,65-74,8953,8953,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,75-84,9391,9391,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,85+,6913,6913,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Georgia,COVID-19,COVID-19,U071,All Ages,35940,35940,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,12,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,38,44,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,79,85,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,154,163,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,209,232,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,181,193,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,207,213,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,885,947,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,21,22,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,32,34,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,28,29,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,41,49,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,129,141,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,11,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,20,20,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,47,47,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,50,50,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,34,34,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,177,177,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,25-34,11,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,35-44,18,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,45-54,37,37,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,55-64,97,98,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,65-74,148,152,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,75-84,125,127,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,85+,137,138,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory failure,J96,All Ages,574,583,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,All Ages,18,18,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,14,16,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Hawaii,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,19,20,
