Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,16.0,16.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,22.0,22.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,36.0,38.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,32.0,32.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,115.0,117.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,55-64,34.0,34.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,65-74,41.0,41.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,75-84,28.0,28.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,85+,27.0,27.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Heart failure,I50,All Ages,143.0,143.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,17.0,17.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,24.0,26.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,31.0,31.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,20.0,20.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,105.0,107.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,12.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,30.0,41.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,40.0,44.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,32.0,39.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,31.0,32.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,156.0,184.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,55-64,19.0,19.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,65-74,32.0,32.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,75-84,26.0,26.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,85+,16.0,16.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Sepsis,Sepsis,A40-A41,All Ages,109.0,109.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,13.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,43.0,48.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,67.0,69.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,69.0,72.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,42.0,46.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,240.0,256.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,35-44,20.0,21.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,45-54,65.0,66.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,55-64,182.0,183.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,65-74,243.0,246.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,75-84,144.0,144.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,85+,109.0,109.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Diabetes,Diabetes,E10-E14,All Ages,771.0,777.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,35-44,23.0,23.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,45-54,36.0,36.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,55-64,63.0,63.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,65-74,40.0,40.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,75-84,13.0,13.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Obesity,Obesity,E65-E68,All Ages,188.0,188.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,55-64,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,85+,18.0,18.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Alzheimer disease,Alzheimer disease,G30,All Ages,27.0,27.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,22.0,22.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,57.0,57.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,85.0,85.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,170.0,170.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,45-54,18.0,19.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,55-64,40.0,41.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,65-74,58.0,59.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,75-84,33.0,33.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,85+,28.0,28.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Renal failure,Renal failure,N17-N19,All Ages,189.0,192.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
